"","School.Name","School.Type","Region","Is.Party","STABBR","CONTROL","Tier","COSTT4_A","MN_EARN_WNE_P6","MD_EARN_WNE_P6","PCT25_EARN_WNE_P6","PCT75_EARN_WNE_P6","SD_EARN_WNE_P6","MD_EARN_WNE_P8","MN_EARN_WNE_P10","MD_EARN_WNE_P10","PCT25_EARN_WNE_P10","PCT75_EARN_WNE_P10","SD_EARN_WNE_P10","BE_MN_P6","BE_MD_P6","BE_MN_P10","BE_MD_P10","ROI_MN_P6","ROI_MD_P6","ROI_MN_P10","ROI_MD_P10","gender","gendered_Income_P10","gendered_Income_P6","family_income_level","born_Income_P10","born_Income_P6"
"505","Colby College","Liberal Arts","Northeastern",FALSE,"ME","Private nonprofit","Other elite schools (public and private)",59110,50200,42700,31000,63800,33900,56800,71000,58100,37400,85200,77100,4.70996015936255,5.53723653395785,3.33014084507042,4.06953528399312,-15.0735916088648,-27.7618000338352,20.1150397563864,-1.70867873456268,"Male",85000,53800,"Medium",136200,95900
"506","Amherst College","Liberal Arts","Northeastern",FALSE,"MA","Private nonprofit","Other elite schools (public and private)",61544,61600,44100,22000,73500,87900,52600,83300,65000,36200,101500,78400,3.99636363636364,5.58222222222222,2.95529411764706,3.78732307692308,0.0909918107370337,-28.343949044586,35.3503184713376,5.61549460548551,"Male",95000,61200,"Medium",51100,35600
"507","College of the Holy Cross","Liberal Arts","Northeastern",FALSE,"MA","Private nonprofit","Other elite schools (public and private)",57754,55500,49100,35400,68600,34500,56400,88600,71000,51300,104100,73300,4.16245045045045,4.70501018329939,2.60740406320542,3.25374647887324,-3.90275998199259,-14.9842435156007,53.4092876683866,22.9352079509644,"Male",104600,60400,"Medium",50000,38200
"508","Massachusetts Institute of Technology","Engineering","Northeastern",FALSE,"MA","Private nonprofit","Ivy Plus",59020,99600,82200,50800,124100,88000,96200,153600,104700,63000,164900,170800,2.37028112449799,2.87201946472019,1.53697916666667,2.25482330468004,68.7563537783802,39.2748220942054,160.250762453406,77.3974923754659,"Male",177100,109400,"Medium",70500,46200
"509","Wentworth Institute of Technology","Engineering","Northeastern",FALSE,"MA","Private nonprofit","Selective private",46112,54200,53300,37800,68400,26000,57900,67300,65100,43100,86200,42800,3.40309963099631,3.46056285178236,2.74068350668648,2.83330261136713,17.5399028452464,15.588133240805,45.9489937543373,41.1780013879251,"Male",70200,55800,"Medium",66300,55800
"510","Williams College","Liberal Arts","Northeastern",FALSE,"MA","Private nonprofit","Other elite schools (public and private)",61850,51400,42600,19300,65100,44900,49400,89800,59000,35000,99400,112100,4.81322957198444,5.8075117370892,2.75501113585746,4.19322033898305,-16.8957154405821,-31.1236863379143,45.1899757477769,-4.60792239288601,"Male",102000,58300,"Medium",78000,41700
"511","Worcester Polytechnic Institute","Engineering","Northeastern",FALSE,"MA","Private nonprofit","Highly selective private",57637,66300,67500,48300,81300,30500,74200,84600,84900,61300,102200,42700,3.47734539969834,3.41552592592593,2.7251536643026,2.71552414605418,15.0302756909624,17.1122716310703,46.7807137776081,47.3012127626351,"Male",88400,66600,"Medium",85200,66100
"512","Eastern Michigan University","State","Midwestern",FALSE,"MI","Public","Selective public",19532,35300,32000,19500,46700,23600,36700,43900,39300,25000,55800,31400,2.21325779036827,2.4415,1.77968109339408,1.98798982188295,80.7290600040958,63.8337087855826,124.759369240221,101.208273602294,"Male",51200,38400,"Medium",44000,35900
"513","Michigan State University","State","Midwestern",FALSE,"MI","Public","Selective public",24323,45200,41600,27300,58900,34500,47500,63200,53600,34900,78000,54200,2.15247787610619,2.33875,1.53943037974684,1.81514925373134,85.8323397607203,71.03153393907,159.836368868972,120.367553344571,"Male",72300,50900,"Medium",58500,42400
"514","Wayne State University","State","Midwestern",FALSE,"MI","Public","Selective public",21021,37900,32600,18700,50700,29300,37100,52300,40800,23300,62700,53900,2.21857519788918,2.57926380368098,1.60772466539197,2.06088235294118,80.2958945816089,55.0830122258694,148.798820227392,94.0916226630512,"Male",61000,41700,"Medium",48600,38200
"515","Western Michigan University","State","Midwestern",FALSE,"MI","Public","Selective public",22013,35300,32300,19700,46800,22000,38200,50500,45000,29800,65000,34400,2.49439093484419,2.72606811145511,1.74360396039604,1.95671111111111,60.3597873983555,46.7314768545859,129.409894153455,104.424658156544,"Male",58000,39500,"Medium",49100,35300
"517","Gustavus Adolphus College","Liberal Arts","Midwestern",FALSE,"MN","Private nonprofit","Highly selective private",50008,43400,41700,28700,53600,24400,45400,58900,51700,37100,71400,41100,4.60903225806452,4.79693045563549,3.39612903225806,3.86909090909091,-13.2138857782755,-16.6133418653015,17.7811550151976,3.38345864661654,"Male",65600,46900,"Medium",57100,41100
"518","Saint Olaf College","Liberal Arts","Midwestern",FALSE,"MN","Private nonprofit","Highly selective private",51860,41500,37700,24500,54400,25600,44100,57300,50400,34700,72200,38600,4.99855421686747,5.50238726790451,3.62024432809773,4.11587301587302,-19.9768607790204,-27.3042807558812,10.4897801774007,-2.81527188584651,"Male",61400,45600,"Medium",51000,41700
"519","Mississippi State University","State","Southern",FALSE,"MS","Public","Selective public",21581,37100,33400,21000,46600,32500,36200,47400,40200,27600,59500,36400,2.32679245283019,2.58455089820359,1.82118143459916,2.1473631840796,71.9104768083036,54.7657661832167,119.637644224086,86.2749640887818,"Male",56000,42700,"Medium",46900,37600
"520","University of Mississippi","State","Southern",TRUE,"MS","Public","Selective public",22444,41300,35100,22600,51000,40000,39700,56600,42700,28200,66400,64000,2.17375302663438,2.5577207977208,1.58614840989399,2.10248243559719,84.0135448226698,56.3892354304046,152.183211548744,90.2512921047942,"Male",65800,46000,"Medium",56500,40300
"521","Montana State University-Billings","State","Western",FALSE,"MT","Public","Selective public",15893,34300,30400,18600,44700,24300,33500,38700,34600,19400,52000,29100,1.8534110787172,2.09118421052632,1.64268733850129,1.83734104046243,115.818284779463,91.2791795129932,143.503429182659,117.705908261499,"Male",48500,40100,"Medium",40700,36800
"522","University of Nevada-Reno","State","Western",FALSE,"NV","Public","Selective public",20675,41600,37700,23400,53900,32900,42400,56300,47000,29000,70800,53900,1.98798076923077,2.19363395225464,1.46891651865009,1.75957446808511,101.209189842805,82.3458282950423,172.309552599758,127.3276904474,"Male",65800,45200,"Medium",54600,42700
"523","University of Nevada-Las Vegas","State","Western",FALSE,"NV","Public","Selective public",17781,39300,36500,23200,51000,24600,41100,49600,45000,28000,64800,33500,1.80977099236641,1.94860273972603,1.43395161290323,1.58053333333333,121.022439682807,105.275293852989,178.949440413925,153.079129407795,"Male",54400,41100,"Medium",49600,40500
"524","Dartmouth College","Ivy League","Northeastern",FALSE,"NH","Private nonprofit","Ivy Plus",63279,74600,58900,36000,91600,74900,67400,110200,75500,49000,136800,116600,3.39297587131367,4.29738539898132,2.29687840290381,3.3525298013245,17.8906114192702,-6.92014728424912,74.1494018552758,19.3128842111917,"Male",130600,86900,"Medium",109600,76300
"525","Princeton University","Ivy League","Northeastern",FALSE,"NJ","Private nonprofit","Ivy Plus",57400,73600,60800,34600,94000,69600,63400,116300,74700,52000,132100,131400,3.1195652173913,3.77631578947368,1.97420464316423,3.07362784471218,28.2229965156794,5.92334494773519,102.613240418118,30.1393728222997,"Male",140600,83100,"Medium",110700,64800
"526","Stevens Institute of Technology","Engineering","Northeastern",FALSE,"NJ","Private nonprofit","Highly selective private",59384,67900,68600,50200,83400,32600,76100,91900,89200,64100,109200,65500,3.49832106038292,3.46262390670554,2.58472252448313,2.66295964125561,14.3405631146437,15.5193318065472,54.7554896941937,50.2088104539943,"Male",93100,68400,"Medium",92700,67100
"527","New Mexico Institute of Mining and Technology","Engineering","Western",FALSE,"NM","Public","Highly selective public",18762,49000,43500,23500,68400,34100,52500,58500,50000,31300,76600,39300,1.53159183673469,1.72524137931034,1.28287179487179,1.50096,161.16618697367,131.851614966421,211.800447713463,166.496109156806,"Male",60700,52000,"Medium",57800,44300
"529","Cornell University","Ivy League","Northeastern",FALSE,"NY","Private nonprofit","Ivy Plus",61608,76300,64800,40700,92200,62000,72000,101200,77200,51300,120500,92900,3.22977719528178,3.80296296296296,2.43509881422925,3.19212435233161,23.8475522659395,5.18114530580444,64.2643812491884,25.3084015062979,"Male",114900,83200,"Medium",95800,70700
"531","Rensselaer Polytechnic Institute","Engineering","Northeastern",FALSE,"NY","Private nonprofit","Other elite schools (public and private)",61820,66700,66100,45600,81800,38400,71600,86000,82000,58300,105000,45300,3.70734632683658,3.7409984871407,2.8753488372093,3.01560975609756,7.89388547395665,6.92332578453575,39.1135554836622,32.6431575541896,"Male",89500,69100,"Medium",88800,64600
"532","Rochester Institute of Technology","Engineering","Northeastern",FALSE,"NY","Private nonprofit","Selective private",47291,50600,46500,26700,68000,33500,54100,67800,62400,37000,88100,48300,3.73841897233202,4.06804301075269,2.79002949852507,3.03147435897436,6.99710304286228,-1.6726226977649,43.3676598084202,31.9489966378381,"Male",74700,55500,"Medium",66600,50000
"533","Skidmore College","Liberal Arts","Northeastern",FALSE,"NY","Private nonprofit","Highly selective private",60900,41900,38800,20700,57300,28800,45200,57000,49700,29200,70000,48500,5.81384248210024,6.27835051546392,4.27368421052632,4.90140845070423,-31.1986863711002,-36.2889983579639,-6.40394088669951,-18.3908045977011,"Male",65000,45400,"Medium",58100,39100
"534","Siena College","Liberal Arts","Northeastern",FALSE,"NY","Private nonprofit","Selective private",47265,46000,46200,30200,58600,24100,50600,62300,57100,39400,77200,41500,4.11,4.09220779220779,3.0346709470305,3.31103327495622,-2.67639902676399,-2.25325293557601,31.8100074050566,20.808209034169,"Male",68900,47800,"Medium",63300,44700
"535","Binghamton University","State","Northeastern",FALSE,"NY","Public","Highly selective public",22688,47700,45300,26900,64300,28800,53200,68100,61600,38900,88200,47800,1.90255765199161,2.00335540838852,1.33262848751836,1.47324675324675,110.243300423131,99.6650211565585,200.158674188999,171.509167842031,"Male",73700,50300,"Medium",65300,47600
"536","Stony Brook University","State","Northeastern",FALSE,"NY","Public","Highly selective public",21358,44000,39300,22800,59500,31500,48800,62600,57600,36100,81100,42500,1.94163636363636,2.17384223918575,1.36472843450479,1.48319444444444,106.011798857571,84.0059930705122,193.098604738271,169.688173049911,"Male",67300,46000,"Medium",62700,43500
"537","Union College","Liberal Arts","Northeastern",FALSE,"NY","Private nonprofit","Highly selective private",60042,51400,49900,31800,67900,28600,56600,80200,65400,46800,94300,79700,4.67252918287938,4.81298597194389,2.99461346633416,3.67229357798165,-14.3932580526964,-16.8915092768395,33.5731654508511,8.92375337263915,"Male",87000,57300,"Medium",75600,42800
"538","Vassar College","Liberal Arts","Northeastern",FALSE,"NY","Private nonprofit","Other elite schools (public and private)",61320,39400,36100,22700,49900,27400,44600,61500,54600,34500,74600,45500,6.2253807106599,6.79445983379501,3.98829268292683,4.49230769230769,-35.7469015003262,-41.1285061969993,0.293542074363992,-10.958904109589,"Male",66800,40900,"Medium",58800,36900
"539","Appalachian State University","State","Southern",FALSE,"NC","Public","Selective public",19017,34300,33000,21400,42300,26200,35200,43600,38800,27600,54300,27300,2.21772594752187,2.30509090909091,1.74467889908257,1.96051546391753,80.3649366356418,73.5289477835621,129.268549192827,104.027974969764,"Male",48000,36800,"Medium",42000,33900
"541","East Carolina University","State","Southern",FALSE,"NC","Public","Selective public",20710,37300,34900,23000,46900,27600,37800,45800,40500,27600,57400,34100,2.22091152815013,2.37363896848138,1.80873362445415,2.04543209876543,80.1062288749396,68.5176243360695,121.149203283438,95.5577015934331,"Male",51500,40700,"Medium",45300,37800
"542","University of North Carolina at Chapel Hill","State","Southern",FALSE,"NC","Public","Other elite schools (public and private)",23978,49900,41000,27700,59900,55600,49000,68800,55600,37300,84000,59400,1.92208416833667,2.33931707317073,1.39406976744186,1.72503597122302,108.107431812495,70.9900742347152,186.929685545083,131.879222620736,"Male",75600,57100,"Medium",65500,49400
"543","University of North Carolina at Charlotte","State","Southern",FALSE,"NC","Public","Selective public",18044,38600,35900,23200,50500,23100,40500,50300,44000,29800,63900,35400,1.86984455958549,2.01047353760446,1.43491053677932,1.64036363636364,113.921525160718,98.9581024163157,178.763023719796,143.848370649523,"Male",58200,42900,"Medium",50100,37900
"544","Western Carolina University","State","Southern",FALSE,"NC","Public","Selective public",18549,33400,31900,20300,41600,20300,34700,41300,37700,25500,51600,33200,2.2214371257485,2.3258934169279,1.79651331719128,1.96806366047745,80.0636152892339,71.9769259798372,122.653512318723,103.245457976171,"Male",46800,35800,"Medium",41300,34100
"545","University of North Dakota","State","Midwestern",FALSE,"ND","Public","Selective public",20306,45400,41700,28900,57100,26300,46800,57800,48700,33700,70000,48100,1.78907488986784,1.94781774580336,1.40525951557093,1.66784394250513,123.579237663745,105.358022259431,184.644932532256,139.830591943268,"Male",66400,48700,"Medium",55400,45200
"546","Cleveland State University","State","Midwestern",FALSE,"OH","Public","Selective public",21684,37200,34100,20500,49400,24300,38100,46400,41300,24700,61000,34700,2.33161290322581,2.54357771260997,1.86931034482759,2.10014527845036,71.5550636413946,57.258808337945,113.982660025825,90.4630142040214,"Male",52000,40600,"Medium",47800,39700
"548","Oberlin College","Liberal Arts","Midwestern",FALSE,"OH","Private nonprofit","Other elite schools (public and private)",62051,30700,27400,14300,41900,21200,34900,45500,40800,21900,60600,35500,8.08482084690554,9.0585401459854,5.45503296703297,6.08343137254902,-50.5245685001047,-55.8427744919502,-26.6732204154647,-34.2476350099112,"Male",51400,33700,"Medium",48100,30500
"549","University of Toledo","State","Midwestern",FALSE,"OH","Public","Selective public",21480,37900,33400,20600,50100,27300,39600,52800,43800,27000,66000,45300,2.26701846965699,2.57245508982036,1.62727272727273,1.96164383561644,76.4432029795158,55.4934823091248,145.810055865922,103.91061452514,"Male",58700,41000,"Medium",52000,37200
"550","Wittenberg University","Liberal Arts","Midwestern",FALSE,"OH","Private nonprofit","Selective private",50115,37800,36700,25400,48500,19700,40700,49000,43200,29600,61000,33300,5.3031746031746,5.46212534059945,4.09102040816327,4.64027777777778,-24.5734809937145,-26.7684326050085,-2.22488276962985,-13.7982639928165,"Male",55600,41800,"Medium",45200,34600
"551","Lewis and Clark College","Liberal Arts","Western",FALSE,"OR","Private nonprofit","Selective private",55517,35900,32100,18400,47100,24800,42300,55000,46200,29000,63800,55100,6.18573816155989,6.91800623052959,4.0376,4.80666666666667,-35.3351225750671,-42.1798728317452,-0.931246284921736,-16.7822468793343,"Male",62800,35200,"Medium",51300,34400
"552","Oregon State University","State","Western",FALSE,"OR","Public","Selective public",23326,42700,37700,24200,55000,36600,43500,56700,49600,30900,73500,43300,2.18510538641686,2.47490716180371,1.64557319223986,1.88112903225806,83.0575323673154,61.622224127583,143.076395438566,112.638257738146,"Male",64400,48400,"Medium",56200,43100
"553","Portland State University","State","Western",FALSE,"OR","Public","Selective public",20318,38400,34500,20100,50700,28000,40000,50800,44700,25800,67100,37700,2.11645833333333,2.35571014492754,1.59984251968504,1.81816554809843,88.9949798208485,69.8001771827936,150.024608721331,120.001968697706,"Male",57600,42600,"Medium",54100,41600
"555","University of Oregon","State","Western",FALSE,"OR","Public","Selective public",23055,39800,35600,22000,51400,29500,40800,51300,44800,27700,65300,43100,2.31708542713568,2.59044943820225,1.79766081871345,2.05848214285714,72.6306657991759,54.4133593580568,122.511385816526,94.3179353719367,"Male",57300,43400,"Medium",51000,40400
"556","Bucknell University","Liberal Arts","Northeastern",FALSE,"PA","Private nonprofit","Other elite schools (public and private)",61060,62400,57700,39700,76400,41500,68700,82400,70800,49000,99900,63500,3.91410256410256,4.23292894280763,2.96407766990291,3.44971751412429,2.19456272518834,-5.50278414674091,34.9492302653128,15.9515230920406,"Male",90300,65800,"Medium",77100,61800
"557","Carnegie Mellon University","Engineering","Northeastern",FALSE,"PA","Private nonprofit","Other elite schools (public and private)",61990,84000,69800,37600,104100,85200,76100,103000,83600,46700,125400,100300,2.95190476190476,3.55243553008596,2.4073786407767,2.96602870813397,35.5057267301178,12.598806259074,66.1558315857396,34.8604613647363,"Male",114700,98400,"Medium",103900,84900
"562","Moravian College","Liberal Arts","Northeastern",FALSE,"PA","Private nonprofit","Selective private",47447,42600,40800,26200,56500,23500,45700,55100,51100,34500,68300,34000,4.45511737089202,4.65166666666667,3.44442831215971,3.71405088062622,-10.2156089953,-14.0093156574704,16.1295761586612,7.69911690939364,"Male",64600,44000,"Medium",53700,36300
"564","University of Pennsylvania","Ivy League","Northeastern",FALSE,"PA","Private nonprofit","Ivy Plus",61800,91200,71600,45400,108000,80000,76700,131600,85900,55100,151600,147600,2.71052631578947,3.45251396648045,1.87841945288754,2.87776484284051,47.5728155339806,15.8576051779935,112.94498381877,38.9967637540453,"Male",167300,109500,"Medium",119900,92100
"566","Brown University","Ivy League","Northeastern",FALSE,"RI","Private nonprofit","Ivy Plus",60460,64800,52500,32600,82200,53300,57800,89100,67500,47900,103100,86500,3.7320987654321,4.60647619047619,2.71425364758698,3.58281481481481,7.1782997022825,-13.165729407873,47.3701620906384,11.6440621898776,"Male",99400,76200,"Medium",75200,56600
"567","University of Rhode Island","State","Northeastern",FALSE,"RI","Public","Selective public",26452,42500,39400,25000,56500,26100,46200,58400,52900,34200,75400,40300,2.4896,2.68548223350254,1.81178082191781,2.00015122873346,60.6683804627249,48.9490397701497,120.777256918191,99.9848782700741,"Male",65100,44600,"Medium",56400,41400
"568","Clemson University","State","Southern",FALSE,"SC","Public","Highly selective public",26065,48100,43600,28800,61300,48600,48000,58900,52400,35100,76000,38900,2.16756756756757,2.39128440366972,1.77011884550085,1.98969465648855,84.5386533665835,67.2741223863418,125.973527719164,101.035871858815,"Male",64900,52500,"Medium",58200,50400
"569","Austin Peay State University","State","Southern",FALSE,"TN","Public","Selective public",19386,31400,29200,17200,42000,20400,32100,38800,34900,19800,50300,28000,2.46955414012739,2.65561643835616,1.99855670103093,2.22189111747851,61.972557515733,50.6241617662231,100.144434127721,80.0268234808625,"Male",45400,34700,"Medium",41600,32400
"570","University of Memphis","State","Southern",FALSE,"TN","Public","Selective public",21492,35100,31700,19500,45300,31300,34800,43200,37400,23200,54700,35500,2.44923076923077,2.71192429022082,1.99,2.29860962566845,63.3165829145729,47.4967429741299,101.005025125628,74.0182393448725,"Male",50700,38500,"Medium",43900,35400
"571","Tennessee Technological University","Engineering","Southern",FALSE,"TN","Public","Selective public",21411,35400,32800,21300,44700,23000,36100,46700,40500,27300,59400,32300,2.41932203389831,2.61109756097561,1.83391862955032,2.11466666666667,65.3355751716407,53.1922843398253,118.1121853253,89.1551071878941,"Male",54500,39800,"Medium",46600,35800
"572","Lamar University","State","Southern",FALSE,"TX","Public","Selective public",19692,37200,32200,18800,49700,26200,36000,46000,39500,24200,58800,33600,2.11741935483871,2.44621118012422,1.71234782608696,1.99412658227848,88.9092017062767,63.5181799715621,133.597399959374,100.589071704245,"Male",57600,44300,"Medium",46200,38000
"573","Tarleton State University","State","Southern",FALSE,"TX","Public","Selective public",17964,38200,35900,22500,49400,23600,39600,47700,42500,28800,59400,32800,1.88104712041885,2.00155988857939,1.50641509433962,1.69072941176471,112.647517256736,99.8441327098642,165.531062124249,136.584279670452,"Male",57300,44200,"Medium",48500,39600
"574","University of Utah","State","Western",FALSE,"UT","Public","Selective public",18931,47200,40800,24700,60900,43500,47100,63500,53000,31000,80300,58300,1.60432203389831,1.85598039215686,1.19250393700787,1.42875471698113,149.326501505467,115.519518250489,235.428661982991,179.964080080292,"Male",76800,55800,"Medium",65200,49900
"575","Utah State University","State","Western",FALSE,"UT","Public","Selective public",16572,37400,33900,19000,50800,31600,39400,49600,43200,23100,67100,42700,1.7724064171123,1.9553982300885,1.33645161290323,1.53444444444444,125.681873038861,104.561911658219,199.300024137099,160.680666183925,"Male",64700,48000,"Medium",47200,38200
"576","Southern Utah University","State","Western",FALSE,"UT","Public","Selective public",18315,34100,30200,16100,45300,25200,35000,45500,39800,19700,58500,41700,2.14838709677419,2.42582781456954,1.61010989010989,1.84070351758794,86.1861861861862,64.8921648921649,148.430248430248,117.308217308217,"Male",59700,43500,"Medium",44700,34200
"577","Middlebury College","Liberal Arts","Northeastern",FALSE,"VT","Private nonprofit","Other elite schools (public and private)",59470,47900,41900,23700,61000,37300,52900,71900,58200,36500,86800,64200,4.96617954070981,5.67732696897375,3.30848400556328,4.0872852233677,-19.4551874894905,-29.5443080544812,20.9012947704725,-2.13553051958971,"Male",91800,51900,"Medium",61000,41100
"578","University of Vermont","State","Northeastern",FALSE,"VT","Public","Selective public",28348,40400,37100,23900,52300,27800,43000,55200,47300,31500,68100,44100,2.80673267326733,3.05638814016172,2.05420289855072,2.39729386892178,42.5144631014534,30.8734302243545,94.7227317623818,66.8548045717511,"Male",61100,42000,"Medium",52200,39200
"580","Virginia Commonwealth University","State","Southern",FALSE,"VA","Public","Selective public",27494,37500,34400,21700,48700,26600,39700,49700,44000,28100,64100,35100,2.93269333333333,3.19697674418605,2.2127967806841,2.49945454545455,36.3933949225286,25.1182076089329,80.7667127373245,60.0349167091002,"Male",54300,39900,"Medium",48600,38100
"581","University of Richmond","Liberal Arts","Southern",FALSE,"VA","Private nonprofit","Other elite schools (public and private)",57535,51900,46900,31000,65900,37500,51300,78900,64500,43500,96900,62300,4.43429672447014,4.90703624733476,2.91685678073511,3.56806201550388,-9.79403841140176,-18.4844007995133,37.1339184844008,12.1056748066394,"Male",91300,57600,"Medium",64400,48600
"582","George Mason University","State","Southern",FALSE,"VA","Public","Selective public",23212,47000,44900,27700,62700,28100,52600,63900,59900,37800,85000,40900,1.97548936170213,2.06788418708241,1.45302034428795,1.55005008347245,102.481475099087,93.4344304669998,175.288643804928,158.056177839049,"Male",71900,51300,"Medium",64400,48700
"583","Virginia Polytechnic Institute and State University","Engineering","Southern",FALSE,"VA","Public","Highly selective public",26165,50400,48000,31100,66600,29900,55100,67100,62500,40800,87000,43700,2.0765873015873,2.18041666666667,1.55976154992548,1.67456,92.6237339957959,83.4511752340914,156.449455379324,138.868717752723,"Male",72900,53600,"Medium",64400,48400
"585","Eastern Washington University","State","Western",FALSE,"WA","Public","Selective public",20365,37700,34600,22100,49200,28900,39000,46700,43100,27100,60600,34200,2.16074270557029,2.35433526011561,1.74432548179872,1.89002320185615,85.1215320402652,69.8993370979622,129.315001227596,111.637613552664,"Male",54000,41700,"Medium",47600,38200
"586","University of Puget Sound","Liberal Arts","Western",FALSE,"WA","Private nonprofit","Highly selective private",55948,40200,36400,22300,54400,24300,45400,59100,52700,33500,73100,47700,5.56696517412935,6.14813186813187,3.78666666666667,4.2465275142315,-28.1475655966254,-34.9395867591335,5.63380281690141,-5.80539071995424,"Male",66600,44200,"Medium",62200,40700
"587","Washington State University","State","Western",FALSE,"WA","Public","Selective public",26543,44700,40600,26500,58400,29500,46200,56600,50600,32900,74800,39300,2.37521252796421,2.61507389162562,1.87583038869258,2.09826086956522,68.4059827449798,52.9593489808989,113.238895377312,90.6340654786573,"Male",65100,48600,"Medium",56200,45100
"588","Western Washington University","State","Western",FALSE,"WA","Public","Selective public",22458,37400,35400,22100,47900,24300,39900,50600,45800,29800,64200,35600,2.40192513368984,2.53762711864407,1.77533596837945,1.96139737991266,66.533083978983,57.6275714667379,125.309466559801,103.936236530412,"Male",60000,40700,"Medium",50100,37300
"590","University of Wyoming","State","Western",FALSE,"WY","Public","Selective public",18145,44200,38700,24300,55800,36200,42700,54200,47300,29500,68000,41000,1.6420814479638,1.87545219638243,1.33911439114391,1.53446088794926,143.593276384679,113.281895839074,198.704877376688,160.677872692202,"Male",64400,50400,"Medium",51600,43900
"591","University of Central Florida","State","Southern",FALSE,"FL","Public","Selective public",19752,39900,37100,24100,50700,29100,41400,51200,45400,30200,65300,36200,1.98015037593985,2.12959568733154,1.543125,1.74026431718062,102.004860267315,87.829080599433,159.214256784123,129.850141757797,"Male",58900,43700,"Medium",51400,40600
"592","Florida International University","State","Southern",FALSE,"FL","Public","Selective public",18784,41500,38700,23300,54400,31100,43000,52000,46300,29200,67700,36700,1.81050602409639,1.94149870801034,1.44492307692308,1.62280777537797,120.932708688245,106.026405451448,176.831345826235,146.486371379898,"Male",57300,44800,"Medium",52500,43600
"598","Auburn University","State","Southern",FALSE,"AL","Public","Selective public",25282,43100,39500,26200,55200,35100,44900,56300,48800,32700,72700,42400,2.34635730858469,2.56020253164557,1.79623445825933,2.07229508196721,70.4770192231627,56.2376394272605,122.688078474804,93.0227039000079,"Female",48000,38200,"High",58300,44100
"599","University of Alabama at Birmingham","State","Southern",FALSE,"AL","Public","Selective public",20621,39400,35100,21000,50800,32000,38300,48400,41200,26300,59900,39200,2.09350253807107,2.34997150997151,1.70421487603306,2.00203883495146,91.0673585180156,70.2148295426992,134.712186605887,99.7963241355899,"Female",43200,36600,"High",49300,40500
"600","University of Arkansas","State","Southern",FALSE,"AR","Public","Selective public",20350,40900,37100,23200,52800,30400,41700,52700,44900,28700,67000,44800,1.99022004889976,2.19407008086253,1.54459203036053,1.81291759465479,100.982800982801,82.3095823095823,158.968058968059,120.638820638821,"Female",46800,37000,"High",57200,43200
"601","California State University-Fullerton","State","California",FALSE,"CA","Public","Selective public",15627,38500,35100,21600,50400,25200,41000,51800,47200,29000,67800,37600,1.62358441558442,1.7808547008547,1.20671814671815,1.32432203389831,146.368464836501,124.611249760031,231.477570870929,202.041338708645,"Female",47500,36300,"High",55100,39300
"602","California State University-East Bay","State","California",FALSE,"CA","Public","Selective public",19793,45200,40600,23300,59300,32200,47700,58200,51700,32200,74300,47900,1.75159292035398,1.95004926108374,1.36034364261168,1.53137330754352,128.363562875764,105.123023291062,194.043348658617,161.20345576719,"Female",54800,44900,"High",65500,48900
"603","California State University-Long Beach","State","California",FALSE,"CA","Public","Selective public",17779,40000,36500,21500,52800,26700,42500,53000,48100,29100,70200,36500,1.7779,1.94838356164384,1.34181132075472,1.47850311850312,124.984532313403,105.298385735981,198.10450531526,170.543900106868,"Female",48600,37800,"High",54300,41000
"604","California State University-Dominguez Hills","State","California",FALSE,"CA","Public","Selective public",12399,38300,33100,19000,50900,29500,37600,48500,44700,27100,65500,30200,1.29493472584856,1.49836858006042,1.02259793814433,1.10953020134228,208.895878699895,166.957012662311,291.160577465925,260.512944592306,"Female",46700,37500,"High",57800,52900
"605","California State University-Chico","State","California",FALSE,"CA","Public","Selective public",21715,42900,38200,22200,56700,29300,42800,55400,48100,29400,72600,42200,2.02470862470862,2.2738219895288,1.56787003610108,1.80582120582121,97.5592908128022,75.9152659451992,155.123186737278,121.505871517384,"Female",49300,39400,"High",59300,45500
"606","Humboldt State University","State","California",FALSE,"CA","Public","Selective public",22287,30200,26200,15200,40500,22300,31100,40100,36600,19000,54100,29200,2.95192052980132,3.40259541984733,2.2231421446384,2.43573770491803,35.5050029164984,17.5573204110019,79.9255171176022,64.2212949252928,"Female",36000,29000,"High",39200,29700
"607","California State University-Sacramento","State","California",FALSE,"CA","Public","Selective public",18241,41800,38600,23700,54300,26500,44300,54200,48900,31000,69500,38100,1.74555023923445,1.89025906735751,1.34619926199262,1.4921063394683,129.154103393454,111.611205526013,197.13283262979,168.07740803684,"Female",49400,39700,"High",58300,43800
"608","San Diego State University","State","California",FALSE,"CA","Public","Selective public",20631,41600,37700,23300,54300,28300,44200,55900,51000,32500,73100,38800,1.98375,2.18896551724138,1.47627906976744,1.61811764705882,101.638311279143,82.7347195967234,170.951480781348,147.200814308565,"Female",51500,39000,"High",59300,43900
"609","California State University-Northridge","State","California",FALSE,"CA","Public","Selective public",18665,37400,33700,19600,49700,25700,39500,49700,45400,27000,65900,36600,1.99625668449198,2.21543026706231,1.50221327967807,1.64449339207048,100.375033485133,80.5518349852666,166.273774444147,143.236003214573,"Female",46900,35500,"High",51900,38800
