"","School.Name","School.Type","Region","Is.Party","STABBR","CONTROL","Tier","COSTT4_A","MN_EARN_WNE_P6","MD_EARN_WNE_P6","PCT25_EARN_WNE_P6","PCT75_EARN_WNE_P6","SD_EARN_WNE_P6","MD_EARN_WNE_P8","MN_EARN_WNE_P10","MD_EARN_WNE_P10","PCT25_EARN_WNE_P10","PCT75_EARN_WNE_P10","SD_EARN_WNE_P10","BE_MN_P6","BE_MD_P6","BE_MN_P10","BE_MD_P10","ROI_MN_P6","ROI_MD_P6","ROI_MN_P10","ROI_MD_P10","gender","gendered_Income_P10","gendered_Income_P6","family_income_level","born_Income_P10","born_Income_P6"
"840","Western Carolina University","State","Southern",FALSE,"NC","Public","Selective public",18549,33400,31900,20300,41600,20300,34700,41300,37700,25500,51600,33200,2.2214371257485,2.3258934169279,1.79651331719128,1.96806366047745,80.0636152892339,71.9769259798372,122.653512318723,103.245457976171,"Male",46800,35800,"High",41600,34200
"841","University of North Dakota","State","Midwestern",FALSE,"ND","Public","Selective public",20306,45400,41700,28900,57100,26300,46800,57800,48700,33700,70000,48100,1.78907488986784,1.94781774580336,1.40525951557093,1.66784394250513,123.579237663745,105.358022259431,184.644932532256,139.830591943268,"Male",66400,48700,"High",57500,45600
"842","Cleveland State University","State","Midwestern",FALSE,"OH","Public","Selective public",21684,37200,34100,20500,49400,24300,38100,46400,41300,24700,61000,34700,2.33161290322581,2.54357771260997,1.86931034482759,2.10014527845036,71.5550636413946,57.258808337945,113.982660025825,90.4630142040214,"Male",52000,40600,"High",50700,40400
"843","Denison University","Liberal Arts","Midwestern",FALSE,"OH","Private nonprofit","Highly selective private",56520,41600,38900,24600,55000,23600,45400,57600,48800,34600,71200,40800,5.43461538461538,5.81182519280206,3.925,4.6327868852459,-26.3977353149328,-31.174805378627,1.91082802547771,-13.6588818117481,"Male",61500,44000,"High",59600,43300
"844","Oberlin College","Liberal Arts","Midwestern",FALSE,"OH","Private nonprofit","Other elite schools (public and private)",62051,30700,27400,14300,41900,21200,34900,45500,40800,21900,60600,35500,8.08482084690554,9.0585401459854,5.45503296703297,6.08343137254902,-50.5245685001047,-55.8427744919502,-26.6732204154647,-34.2476350099112,"Male",51400,33700,"High",44200,30700
"845","University of Toledo","State","Midwestern",FALSE,"OH","Public","Selective public",21480,37900,33400,20600,50100,27300,39600,52800,43800,27000,66000,45300,2.26701846965699,2.57245508982036,1.62727272727273,1.96164383561644,76.4432029795158,55.4934823091248,145.810055865922,103.91061452514,"Male",58700,41000,"High",55700,41900
"846","Wittenberg University","Liberal Arts","Midwestern",FALSE,"OH","Private nonprofit","Selective private",50115,37800,36700,25400,48500,19700,40700,49000,43200,29600,61000,33300,5.3031746031746,5.46212534059945,4.09102040816327,4.64027777777778,-24.5734809937145,-26.7684326050085,-2.22488276962985,-13.7982639928165,"Male",55600,41800,"High",52100,41500
"847","Lewis and Clark College","Liberal Arts","Western",FALSE,"OR","Private nonprofit","Selective private",55517,35900,32100,18400,47100,24800,42300,55000,46200,29000,63800,55100,6.18573816155989,6.91800623052959,4.0376,4.80666666666667,-35.3351225750671,-42.1798728317452,-0.931246284921736,-16.7822468793343,"Male",62800,35200,"High",52300,31300
"848","Oregon State University","State","Western",FALSE,"OR","Public","Selective public",23326,42700,37700,24200,55000,36600,43500,56700,49600,30900,73500,43300,2.18510538641686,2.47490716180371,1.64557319223986,1.88112903225806,83.0575323673154,61.622224127583,143.076395438566,112.638257738146,"Male",64400,48400,"High",58400,43500
"849","Portland State University","State","Western",FALSE,"OR","Public","Selective public",20318,38400,34500,20100,50700,28000,40000,50800,44700,25800,67100,37700,2.11645833333333,2.35571014492754,1.59984251968504,1.81816554809843,88.9949798208485,69.8001771827936,150.024608721331,120.001968697706,"Male",57600,42600,"High",54000,40800
"850","Reed College","Liberal Arts","Western",FALSE,"OR","Private nonprofit","Other elite schools (public and private)",59595,34800,30400,15100,44800,28500,33600,52700,42200,24600,59500,61900,6.85,7.84144736842105,4.52333965844402,5.64881516587678,-41.6058394160584,-48.9890091450625,-11.5697625639735,-29.1886903263697,"Male",69200,40800,"High",46500,37000
"851","University of Oregon","State","Western",FALSE,"OR","Public","Selective public",23055,39800,35600,22000,51400,29500,40800,51300,44800,27700,65300,43100,2.31708542713568,2.59044943820225,1.79766081871345,2.05848214285714,72.6306657991759,54.4133593580568,122.511385816526,94.3179353719367,"Male",57300,43400,"High",54000,39800
"852","Bucknell University","Liberal Arts","Northeastern",FALSE,"PA","Private nonprofit","Other elite schools (public and private)",61060,62400,57700,39700,76400,41500,68700,82400,70800,49000,99900,63500,3.91410256410256,4.23292894280763,2.96407766990291,3.44971751412429,2.19456272518834,-5.50278414674091,34.9492302653128,15.9515230920406,"Male",90300,65800,"High",84400,65400
"853","Carnegie Mellon University","Engineering","Northeastern",FALSE,"PA","Private nonprofit","Other elite schools (public and private)",61990,84000,69800,37600,104100,85200,76100,103000,83600,46700,125400,100300,2.95190476190476,3.55243553008596,2.4073786407767,2.96602870813397,35.5057267301178,12.598806259074,66.1558315857396,34.8604613647363,"Male",114700,98400,"High",99300,85900
"854","Franklin and Marshall College","Liberal Arts","Northeastern",FALSE,"PA","Private nonprofit","Other elite schools (public and private)",60765,49200,46000,30200,61200,30300,50600,69200,58900,40300,88100,49300,4.94024390243902,5.28391304347826,3.51242774566474,4.12665534804754,-19.0323376943964,-24.2985271126471,13.88134616967,-3.0692010203242,"Male",75400,52300,"High",72000,51000
"855","Gettysburg College","Liberal Arts","Northeastern",FALSE,"PA","Private nonprofit","Highly selective private",58320,47100,43900,29900,61000,27200,49600,66300,56100,38800,82200,54600,4.95286624203822,5.31389521640091,3.51855203619909,4.15828877005348,-19.238683127572,-24.7256515775034,13.6831275720165,-3.80658436213992,"Male",76600,50600,"High",68000,48700
"856","Juniata College","Liberal Arts","Northeastern",FALSE,"PA","Private nonprofit","Selective private",49098,37500,35500,22900,46900,22000,42700,56800,49200,32700,71900,37600,5.23712,5.53216901408451,3.45760563380282,3.99170731707317,-23.6221434681657,-27.6956291498635,15.6869933602183,0.207747769766589,"Male",63900,40400,"High",56200,40200
"857","Lafayette College","Liberal Arts","Northeastern",FALSE,"PA","Private nonprofit","Other elite schools (public and private)",59750,58400,56400,40000,75100,29800,62300,80500,68600,48700,101900,54200,4.09246575342466,4.23758865248227,2.96894409937888,3.48396501457726,-2.25941422594142,-5.60669456066946,34.7280334728033,14.8117154811715,"Male",88800,61100,"High",83000,60500
"858","Moravian College","Liberal Arts","Northeastern",FALSE,"PA","Private nonprofit","Selective private",47447,42600,40800,26200,56500,23500,45700,55100,51100,34500,68300,34000,4.45511737089202,4.65166666666667,3.44442831215971,3.71405088062622,-10.2156089953,-14.0093156574704,16.1295761586612,7.69911690939364,"Male",64600,44000,"High",55800,44500
"859","Swarthmore College","Liberal Arts","Northeastern",FALSE,"PA","Private nonprofit","Other elite schools (public and private)",60671,44500,38300,21300,56900,35400,47300,70000,56700,35300,80200,57900,5.45357303370787,6.33639686684073,3.46691428571429,4.28014109347443,-26.653590677589,-36.8726409652058,15.3763742150286,-6.54513688582684,"Male",83500,49300,"High",80000,45200
"860","University of Pennsylvania","Ivy League","Northeastern",FALSE,"PA","Private nonprofit","Ivy Plus",61800,91200,71600,45400,108000,80000,76700,131600,85900,55100,151600,147600,2.71052631578947,3.45251396648045,1.87841945288754,2.87776484284051,47.5728155339806,15.8576051779935,112.94498381877,38.9967637540453,"Male",167300,109500,"High",152000,99900
"861","Ursinus College","Liberal Arts","Northeastern",FALSE,"PA","Private nonprofit","Selective private",58610,42000,39900,23400,54900,24600,49700,61800,55200,36400,78300,41900,5.58190476190476,5.87568922305764,3.79352750809062,4.24710144927536,-28.3398737416823,-31.9228800545982,5.44275720866746,-5.81811977478246,"Male",65600,42400,"High",64200,43500
"862","Brown University","Ivy League","Northeastern",FALSE,"RI","Private nonprofit","Ivy Plus",60460,64800,52500,32600,82200,53300,57800,89100,67500,47900,103100,86500,3.7320987654321,4.60647619047619,2.71425364758698,3.58281481481481,7.1782997022825,-13.165729407873,47.3701620906384,11.6440621898776,"Male",99400,76200,"High",91700,69300
"863","University of Rhode Island","State","Northeastern",FALSE,"RI","Public","Selective public",26452,42500,39400,25000,56500,26100,46200,58400,52900,34200,75400,40300,2.4896,2.68548223350254,1.81178082191781,2.00015122873346,60.6683804627249,48.9490397701497,120.777256918191,99.9848782700741,"Male",65100,44600,"High",63300,45100
"864","Clemson University","State","Southern",FALSE,"SC","Public","Highly selective public",26065,48100,43600,28800,61300,48600,48000,58900,52400,35100,76000,38900,2.16756756756757,2.39128440366972,1.77011884550085,1.98969465648855,84.5386533665835,67.2741223863418,125.973527719164,101.035871858815,"Male",64900,52500,"High",60600,47700
"865","Austin Peay State University","State","Southern",FALSE,"TN","Public","Selective public",19386,31400,29200,17200,42000,20400,32100,38800,34900,19800,50300,28000,2.46955414012739,2.65561643835616,1.99855670103093,2.22189111747851,61.972557515733,50.6241617662231,100.144434127721,80.0268234808625,"Male",45400,34700,"High",42800,32400
"866","University of Memphis","State","Southern",FALSE,"TN","Public","Selective public",21492,35100,31700,19500,45300,31300,34800,43200,37400,23200,54700,35500,2.44923076923077,2.71192429022082,1.99,2.29860962566845,63.3165829145729,47.4967429741299,101.005025125628,74.0182393448725,"Male",50700,38500,"High",48600,38000
"867","Tennessee Technological University","Engineering","Southern",FALSE,"TN","Public","Selective public",21411,35400,32800,21300,44700,23000,36100,46700,40500,27300,59400,32300,2.41932203389831,2.61109756097561,1.83391862955032,2.11466666666667,65.3355751716407,53.1922843398253,118.1121853253,89.1551071878941,"Male",54500,39800,"High",50800,38000
"868","Lamar University","State","Southern",FALSE,"TX","Public","Selective public",19692,37200,32200,18800,49700,26200,36000,46000,39500,24200,58800,33600,2.11741935483871,2.44621118012422,1.71234782608696,1.99412658227848,88.9092017062767,63.5181799715621,133.597399959374,100.589071704245,"Male",57600,44300,"High",53800,40700
"869","Tarleton State University","State","Southern",FALSE,"TX","Public","Selective public",17964,38200,35900,22500,49400,23600,39600,47700,42500,28800,59400,32800,1.88104712041885,2.00155988857939,1.50641509433962,1.69072941176471,112.647517256736,99.8441327098642,165.531062124249,136.584279670452,"Male",57300,44200,"High",49900,40300
"870","University of Utah","State","Western",FALSE,"UT","Public","Selective public",18931,47200,40800,24700,60900,43500,47100,63500,53000,31000,80300,58300,1.60432203389831,1.85598039215686,1.19250393700787,1.42875471698113,149.326501505467,115.519518250489,235.428661982991,179.964080080292,"Male",76800,55800,"High",58800,41700
"871","Utah State University","State","Western",FALSE,"UT","Public","Selective public",16572,37400,33900,19000,50800,31600,39400,49600,43200,23100,67100,42700,1.7724064171123,1.9553982300885,1.33645161290323,1.53444444444444,125.681873038861,104.561911658219,199.300024137099,160.680666183925,"Male",64700,48000,"High",48400,35800
"872","Southern Utah University","State","Western",FALSE,"UT","Public","Selective public",18315,34100,30200,16100,45300,25200,35000,45500,39800,19700,58500,41700,2.14838709677419,2.42582781456954,1.61010989010989,1.84070351758794,86.1861861861862,64.8921648921649,148.430248430248,117.308217308217,"Male",59700,43500,"High",44500,33700
"873","Middlebury College","Liberal Arts","Northeastern",FALSE,"VT","Private nonprofit","Other elite schools (public and private)",59470,47900,41900,23700,61000,37300,52900,71900,58200,36500,86800,64200,4.96617954070981,5.67732696897375,3.30848400556328,4.0872852233677,-19.4551874894905,-29.5443080544812,20.9012947704725,-2.13553051958971,"Male",91800,51900,"High",78700,48900
"874","University of Vermont","State","Northeastern",FALSE,"VT","Public","Selective public",28348,40400,37100,23900,52300,27800,43000,55200,47300,31500,68100,44100,2.80673267326733,3.05638814016172,2.05420289855072,2.39729386892178,42.5144631014534,30.8734302243545,94.7227317623818,66.8548045717511,"Male",61100,42000,"High",55100,41500
"875","Randolph-Macon College","Liberal Arts","Southern",TRUE,"VA","Private nonprofit","Selective private",47262,36800,36200,24500,48000,18500,41400,54800,49100,35700,65100,38100,5.13717391304348,5.22232044198895,3.44978102189781,3.85026476578411,-22.1361770555626,-23.4056959079176,15.9493885150861,3.88895941771402,"Male",59500,39700,"High",54800,38700
"876","Virginia Commonwealth University","State","Southern",FALSE,"VA","Public","Selective public",27494,37500,34400,21700,48700,26600,39700,49700,44000,28100,64100,35100,2.93269333333333,3.19697674418605,2.2127967806841,2.49945454545455,36.3933949225286,25.1182076089329,80.7667127373245,60.0349167091002,"Male",54300,39900,"High",49700,37000
"877","University of Richmond","Liberal Arts","Southern",FALSE,"VA","Private nonprofit","Other elite schools (public and private)",57535,51900,46900,31000,65900,37500,51300,78900,64500,43500,96900,62300,4.43429672447014,4.90703624733476,2.91685678073511,3.56806201550388,-9.79403841140176,-18.4844007995133,37.1339184844008,12.1056748066394,"Male",91300,57600,"High",81600,55800
"878","George Mason University","State","Southern",FALSE,"VA","Public","Selective public",23212,47000,44900,27700,62700,28100,52600,63900,59900,37800,85000,40900,1.97548936170213,2.06788418708241,1.45302034428795,1.55005008347245,102.481475099087,93.4344304669998,175.288643804928,158.056177839049,"Male",71900,51300,"High",62900,46500
"879","Virginia Polytechnic Institute and State University","Engineering","Southern",FALSE,"VA","Public","Highly selective public",26165,50400,48000,31100,66600,29900,55100,67100,62500,40800,87000,43700,2.0765873015873,2.18041666666667,1.55976154992548,1.67456,92.6237339957959,83.4511752340914,156.449455379324,138.868717752723,"Male",72900,53600,"High",68600,51300
"880","Washington and Lee University","Liberal Arts","Southern",FALSE,"VA","Private nonprofit","Other elite schools (public and private)",58575,58900,49900,33900,72700,43300,61800,93300,76100,50400,110800,73000,3.97792869269949,4.69539078156313,2.5112540192926,3.07884362680683,0.554844216816048,-14.8100725565514,59.2829705505762,29.9189073836961,"Male",106000,65900,"High",88100,59900
"881","Eastern Washington University","State","Western",FALSE,"WA","Public","Selective public",20365,37700,34600,22100,49200,28900,39000,46700,43100,27100,60600,34200,2.16074270557029,2.35433526011561,1.74432548179872,1.89002320185615,85.1215320402652,69.8993370979622,129.315001227596,111.637613552664,"Male",54000,41700,"High",46600,37200
"882","University of Puget Sound","Liberal Arts","Western",FALSE,"WA","Private nonprofit","Highly selective private",55948,40200,36400,22300,54400,24300,45400,59100,52700,33500,73100,47700,5.56696517412935,6.14813186813187,3.78666666666667,4.2465275142315,-28.1475655966254,-34.9395867591335,5.63380281690141,-5.80539071995424,"Male",66600,44200,"High",59000,37500
